Date,Time,Input Source,Output Destination,Job Information,Page Information,Pages,Sheets,Job Status,Job Hierarchy,Job Number
24/03/2023,9:57:54,LPD:SGSIN1BL7011:16001:Spot the Missing Speech Marks.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,460222c2-c9e7-11ed-8000-1c7d22323175
24/03/2023,9:56:59,LPD:SGSIN1BL7011:16001:T2-E-254-Inverted-Commas-Poster-Mat_ver_2.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,078222bf-c9e7-11ed-8000-1c7d22323175
24/03/2023,9:50:36,LPD:SGSIN1BL5031:Publication1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,3d8222bc-c9e6-11ed-8000-1c7d22323175
24/03/2023,9:50:27,LPD:SGSIN1BL5031:Publication1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,380222b9-c9e6-11ed-8000-1c7d22323175
24/03/2023,9:50:19,LPD:SGSIN1BL5031:Publication1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,338222b6-c9e6-11ed-8000-1c7d22323175
24/03/2023,9:50:18,LPD:SGSIN1BL5031:Publication1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,2f8222b3-c9e6-11ed-8000-1c7d22323175
24/03/2023,9:50:09,LPD:SGSIN1BL5031:Study_UK_Poster_A3.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,3,3,Completed,,728222b0-c9e5-11ed-8000-1c7d22323175
24/03/2023,9:44:34,LPD:SGSIN1BL5031:Study_UK_Poster_A3.pdf,,1 Pages Up:PCL6,,,0,Deleted,,b20222a3-c9e4-11ed-8000-1c7d22323175
24/03/2023,9:43:21,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,2,2,Completed,,390222af-c9e5-11ed-8000-1c7d22323175
24/03/2023,9:42:57,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,2,2,Completed,,2a8222ae-c9e5-11ed-8000-1c7d22323175
24/03/2023,9:42:40,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,2,2,Completed,,1e0222ad-c9e5-11ed-8000-1c7d22323175
24/03/2023,9:42:17,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,2,2,Completed,,130222ac-c9e5-11ed-8000-1c7d22323175
24/03/2023,9:41:58,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,2,2,Completed,,078222ab-c9e5-11ed-8000-1c7d22323175
24/03/2023,9:41:12,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,f18222aa-c9e4-11ed-8000-1c7d22323175
24/03/2023,9:40:38,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,db0222a9-c9e4-11ed-8000-1c7d22323175
24/03/2023,9:40:27,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,d68222a8-c9e4-11ed-8000-1c7d22323175
24/03/2023,9:40:13,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,cc8222a7-c9e4-11ed-8000-1c7d22323175
24/03/2023,9:40:02,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,c78222a6-c9e4-11ed-8000-1c7d22323175
24/03/2023,9:39:25,LPD:SGSIN1BL5031:BC_Study in UK Program Book 2023_21Mar.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,"Color:A4:Plain:White
Black & White:A4:Plain:White","    26
     2",28,Completed,,a1022297-c9e3-11ed-8000-1c7d22323175
24/03/2023,9:33:02,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,c60222a0-c9e3-11ed-8000-1c7d22323175
24/03/2023,9:32:43,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,ba82229d-c9e3-11ed-8000-1c7d22323175
24/03/2023,9:32:24,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,af02229a-c9e3-11ed-8000-1c7d22323175
24/03/2023,9:31:52,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,34822294-c9e3-11ed-8000-1c7d22323175
24/03/2023,9:31:47,LPD:SGSIN1BL5031:BC_Study in UK Program Book 2023_21Mar.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,"Color:A4:Plain:White
Black & White:A4:Plain:White","    26
     2",28,Completed,,85822291-c9e2-11ed-8000-1c7d22323175
24/03/2023,9:23:53,LPD:SGSIN1BL7011:16001:document1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,3,3,Completed,,7a02228e-c9e2-11ed-8000-1c7d22323175
24/03/2023,9:20:56,LPD:SGSIN1BL5031:Study_UK_Poster_A3.pdf,,1 Pages Up:PCL6,,,0,Deleted,,b782228b-c9e1-11ed-8000-1c7d22323175
24/03/2023,9:07:57,LPD:SGSIN1BL5031:Publication1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,32822288-c9e0-11ed-8000-1c7d22323175
24/03/2023,8:58:11,LPD:SGSIN1BFP001:JazzkaneFlaherty:British_Council_Video_White_Logo_16-9,,1 Pages Up,,,0,Completed with error(016-757):Invalid User,,f2822285-c9de-11ed-8000-1c7d22323175
24/03/2023,8:57:28,LPD:SGSIN1BFP001:JazzkaneFlaherty:British_Council_Video_White_Logo_16-9,,1 Pages Up,,,0,Completed with error(016-757):Invalid User,,d9022282-c9de-11ed-8000-1c7d22323175
23/03/2023,19:27:18,LPD:SGSIN1BC4090:16001:Microsoft Word - My Cupcake (template to stick onto),Right-Top Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,20,20,Completed,,9802227f-c96d-11ed-8000-1c7d22323175
23/03/2023,18:57:21,Scanner,Center Output Tray,1 Sided,Black & White:A4:Plain:White,20,20,Completed,,6102227c-c969-11ed-8000-1c7d22323175
23/03/2023,18:18:33,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,2,2,Completed,,0882227b-c964-11ed-8000-1c7d22323175
23/03/2023,18:18:17,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,2,2,Completed,,fe82227a-c963-11ed-8000-1c7d22323175
23/03/2023,17:31:30,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,8,8,Completed,,74022277-c95d-11ed-8000-1c7d22323175
23/03/2023,17:24:20,LPD:SGSIN1BL5030:29 Mar Napier PM.xlsx,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,2,2,Completed,,78022274-c95c-11ed-8000-1c7d22323175
23/03/2023,17:23:15,Receive Fax,Folder,,,,,Completed with Warning(033-503):Incoming telephone call(T1 Timeout),,37022272-c95c-11ed-8000-1c7d22323175
23/03/2023,17:23:14,G3 (Without ECM),Folder,,,,,Completed with error(033-503):Incoming telephone call(T1 Timeout),Child Job,37022272-c95c-11ed-8000-1c7d22323175
23/03/2023,17:15:03,LPD:SGSIN1BL7013:P2_T2_SN.pdf,Center Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,12,8,Completed,,0582226f-c95b-11ed-8000-1c7d22323175
23/03/2023,16:59:00,LPD:SGSIN1BL7013:Microsoft Word - Document3,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,ee82226c-c958-11ed-8000-1c7d22323175
23/03/2023,16:55:56,LPD:SGSIN1BL7013:Microsoft Word - Document3,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,7d022269-c958-11ed-8000-1c7d22323175
23/03/2023,16:55:38,LPD:SGSIN1BL7013:Microsoft Word - Document3,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,75822266-c958-11ed-8000-1c7d22323175
23/03/2023,16:55:37,LPD:SGSIN1BL7013:Microsoft Word - Document3,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,70022263-c958-11ed-8000-1c7d22323175
23/03/2023,16:55:36,LPD:SGSIN1BL7013:Microsoft Word - Document2,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,49822260-c958-11ed-8000-1c7d22323175
23/03/2023,16:04:40,Scanner,SMTP:SG Mobility,PDF:MMR,Black & White,0,,Completed with error(027-773):SMTP server comm timeout,,b182225d-c94f-11ed-8000-1c7d22323175
23/03/2023,15:52:27,LPD:SGSIN1BL5047:Microsoft Word - Single Sourcing Justification and Approval Form_ Ogilvy Media Training_Mar 2023 - AS Signed,,1 Pages Up:PCL6,,,0,Deleted,,7482225a-c942-11ed-8000-1c7d22323175
23/03/2023,14:06:02,HD:SGSIN1BL7217:Microsoft Word - Mail Merge for Labels 2023,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain,1,1,Completed,,c5822259-c940-11ed-8000-1c7d22323175
23/03/2023,14:05:19,LPD:SGSIN1BL7217:Microsoft Word - Mail Merge for Labels 2023,HD,PCL6,,1,,Completed,,ad822256-c940-11ed-8000-1c7d22323175
23/03/2023,14:03:50,LPD:SGSIN1BL5047:Microsoft Word - Single Sourcing Justification and Approval Form_ Ogilvy Media Training_Mar 2023 - AS Signed,,1 Pages Up:PCL6,,,0,Deleted,,c0022253-c93e-11ed-8000-1c7d22323175
23/03/2023,13:49:12,Scanner,,,,,0,Deleted,,3e022250-c93e-11ed-8000-1c7d22323175
23/03/2023,13:47:40,Scanner,,,,,0,Deleted,,2182224d-c93e-11ed-8000-1c7d22323175
23/03/2023,13:45:50,LPD:SGSIN1BL5047:Microsoft Word - Single Sourcing Justification and Approval Form_ Ogilvy Media Training_Mar 2023 - AS Signed,Center Output Tray,1 Pages Up:1 Sided:PCL6,,,0,Deleted,,7d82224a-c93c-11ed-8000-1c7d22323175
23/03/2023,12:48:29,LPD:SGSIN1BL7135:16001:reading-practice-art-description-answers.pdf,Center Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,4,2,Completed,,d4022247-c935-11ed-8000-1c7d22323175
23/03/2023,12:48:20,LPD:SGSIN1BL7135:16001:reading-practice-art-description-worksheet.pdf,Center Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,20,10,Completed,,9e822244-c935-11ed-8000-1c7d22323175
23/03/2023,12:44:39,LPD:SGSIN1BL7040:Microsoft Word - Document2,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,7,7,Completed,,33022241-c935-11ed-8000-1c7d22323175
23/03/2023,12:04:35,LPD:SGSIN1BL7186:NPR_TOP_ Adult_ Term 2+_2023_updated fee_17032023.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,cb02223e-c92f-11ed-8000-1c7d22323175
23/03/2023,11:03:54,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,16,16,Completed,,4b02223d-c927-11ed-8000-1c7d22323175
23/03/2023,11:03:27,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,16,16,Completed,,3902223a-c927-11ed-8000-1c7d22323175
23/03/2023,11:01:19,LPD:SGSIN1BL5040:Full page photo,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A3:Plain:White,1,1,Completed,,f4822237-c926-11ed-8000-1c7d22323175
23/03/2023,10:05:19,LPD:SGSIN1BL5040:Full page photo,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A3:Plain:White,1,1,Completed,,21022234-c91f-11ed-8000-1c7d22323175
23/03/2023,8:54:24,LPD:SGSIN1BC0013:Membership Card_170946020.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,4,4,Completed,,10822231-c915-11ed-8000-1c7d22323175
22/03/2023,19:36:04,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,20,20,Completed,,aa022230-c8a5-11ed-8000-1c7d22323175
22/03/2023,19:35:16,LPD:SGSIN1BC4090:T-T-10719-Lost-and-Found-Wordsearch_ver_1.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,2,2,Completed,,7202222d-c8a5-11ed-8000-1c7d22323175
22/03/2023,19:20:12,LPD:SGSIN1BC7024:16001:U002CEA Workshop itinerary.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,10,10,Completed,,5d82222a-c8a3-11ed-8000-1c7d22323175
22/03/2023,19:20:02,LPD:SGSIN1BC7024:16001:U002CEA Role cards.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,40,40,Completed,,48822227-c8a3-11ed-8000-1c7d22323175
22/03/2023,19:19:13,LPD:SGSIN1BC7024:16001:U002CEA Handout.pdf,Center Output Tray,2 Sided:PCL6,Color:A4:Plain:White,30,20,Completed,,38022224-c8a3-11ed-8000-1c7d22323175
22/03/2023,19:13:49,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,1,1,Completed,,96022221-c8a2-11ed-8000-1c7d22323175
22/03/2023,19:13:28,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,1,1,Completed,,8b82221e-c8a2-11ed-8000-1c7d22323175
22/03/2023,18:17:13,LPD:SGSIN1BC7027:16001:MyClub - Term 2 2023 Calendar.pub (Read-Only),Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,f982221b-c899-11ed-8000-1c7d22323175
22/03/2023,18:06:53,LPD:SGSIN1BC7027:16001:Microsoft Word - Maung,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,3d822218-c899-11ed-8000-1c7d22323175
22/03/2023,18:06:52,LPD:SGSIN1BC7027:16001:Microsoft Word - Khin,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,3b022215-c899-11ed-8000-1c7d22323175
22/03/2023,18:06:51,LPD:SGSIN1BC7027:16001:Difficult-Fruit-Word-Search.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,36822212-c899-11ed-8000-1c7d22323175
22/03/2023,18:06:47,LPD:SGSIN1BC7027:16001:Unit 1A part 2.pdf,Right-Middle Output Tray,2 Sided:PCL6,Color:A4:Plain:White,7,4,Completed,,d902220f-c897-11ed-8000-1c7d22323175
22/03/2023,17:10:02,LPD:SGSIN1BL7013:!!!!DATA.xlsx,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,4f02220c-c891-11ed-8000-1c7d22323175
22/03/2023,17:02:01,LPD:SGSIN1BL7013:Microsoft Word - P1RD_T2_L12 - Reading comp (alternative no gold silver),Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,7,7,Completed,,2c022209-c890-11ed-8000-1c7d22323175
22/03/2023,17:01:53,LPD:SGSIN1BL7013:P1RD_T2_L12 - s blends bingo (optional).pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,"Black & White:A4:Plain:White
Color:A4:Plain:White","     1

     4",5,Completed,,7f022206-c88f-11ed-8000-1c7d22323175
22/03/2023,16:55:37,LPD:SGSIN1BL7013:Microsoft Word - P1RD_T2_L12- HOMEWORK s blends,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,7,7,Completed,,45022203-c88f-11ed-8000-1c7d22323175
22/03/2023,16:55:30,LPD:SGSIN1BL7013:Microsoft Word - P1RD_T2_L12 - s blends spelling,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,7,7,Completed,,37022200-c88f-11ed-8000-1c7d22323175
22/03/2023,15:55:41,LPD:SGSIN1BL7186:NPR_TOP_ Adult_ Term 2+_2023_updated fee_17032023.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,eb0221fd-c886-11ed-8000-1c7d22323175
22/03/2023,15:24:15,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,3,3,Completed,,868221fc-c882-11ed-8000-1c7d22323175
22/03/2023,15:19:29,LPD:SGSIN1BL7040:Book2,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,4,4,Completed,,db8221f9-c881-11ed-8000-1c7d22323175
22/03/2023,14:59:06,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,058221f8-c87f-11ed-8000-1c7d22323175
22/03/2023,14:58:48,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,f98221f7-c87e-11ed-8000-1c7d22323175
22/03/2023,14:58:35,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,f30221f6-c87e-11ed-8000-1c7d22323175
22/03/2023,14:58:20,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,e90221f5-c87e-11ed-8000-1c7d22323175
22/03/2023,14:58:08,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,e30221f4-c87e-11ed-8000-1c7d22323175
22/03/2023,14:57:51,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,d88221f3-c87e-11ed-8000-1c7d22323175
22/03/2023,14:57:40,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,d20221f2-c87e-11ed-8000-1c7d22323175
22/03/2023,14:46:44,LPD:SGSIN1BL7040:Microsoft Word - Document1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,2,2,Completed,,448221ef-c87d-11ed-8000-1c7d22323175
22/03/2023,14:42:29,LPD:SGSIN1BL7040:Microsoft Word - Document1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,2,2,Completed,,b18221ec-c87c-11ed-8000-1c7d22323175
22/03/2023,14:37:03,LPD:SGSIN1BL7040:Book1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,6,6,Completed,,ec8221e9-c87b-11ed-8000-1c7d22323175
22/03/2023,14:31:20,LPD:SGSIN1BL7040:Book1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,4,4,Completed,,218221e6-c87b-11ed-8000-1c7d22323175
22/03/2023,14:29:53,"LPD:SGSIN1BL5031:November 28, 2001.pdf",Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,e78221e3-c87a-11ed-8000-1c7d22323175
22/03/2023,14:24:48,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,3b0221e2-c87a-11ed-8000-1c7d22323175
22/03/2023,14:24:36,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,330221e1-c87a-11ed-8000-1c7d22323175
22/03/2023,14:24:16,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,278221e0-c87a-11ed-8000-1c7d22323175
22/03/2023,14:24:03,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,200221df-c87a-11ed-8000-1c7d22323175
22/03/2023,14:23:50,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,1,1,Completed,,168221de-c87a-11ed-8000-1c7d22323175
22/03/2023,14:23:33,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,1,1,Completed,,0c8221dd-c87a-11ed-8000-1c7d22323175
22/03/2023,13:27:44,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,2,2,Completed,,3f0221dc-c872-11ed-8000-1c7d22323175
22/03/2023,13:27:25,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,2,2,Completed,,328221d9-c872-11ed-8000-1c7d22323175
22/03/2023,13:03:44,LPD:SGSIN1BL7040:Microsoft Word - Declaration of interests form - New 2021 - 23rd Aug,Right-Middle Output Tray,1 Pages Up:1 Sided:PCL6,"Color:A4:Plain:White
Black & White:A4:Plain:White","    15
    30",45,Completed,,bc0221d6-c86e-11ed-8000-1c7d22323175
22/03/2023,13:02:49,LPD:SGSIN1BL7040:Microsoft Word - Declaration of interests form - New 2021 - 23rd Aug,Right-Middle Output Tray,1 Pages Up:1 Sided:PCL6,"Color:A4:Plain:White
Black & White:A4:Plain:White","    15
    45",60,Completed,,990221d3-c86e-11ed-8000-1c7d22323175
22/03/2023,11:11:20,Receive Fax,Folder,,,,,Completed with Warning(033-503):Incoming telephone call(T1 Timeout),,180221d1-c85f-11ed-8000-1c7d22323175
22/03/2023,11:11:19,G3 (Without ECM),Folder,,,,,Completed with error(033-503):Incoming telephone call(T1 Timeout),Child Job,180221d1-c85f-11ed-8000-1c7d22323175
22/03/2023,11:08:42,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,1,1,Completed,,d38221ce-c85e-11ed-8000-1c7d22323175
22/03/2023,11:08:26,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,1,1,Completed,,c90221cb-c85e-11ed-8000-1c7d22323175
22/03/2023,11:08:05,Scanner,Center Output Tray,1 Sided,Color:A3:Plain:White,1,1,Completed,,bd0221c8-c85e-11ed-8000-1c7d22323175
22/03/2023,11:07:09,LPD:SGSIN1BC7029:16001:T-L-4077-Days-of-the-Week-Flashcards_ver_1.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,2,2,Completed,,880221c5-c85e-11ed-8000-1c7d22323175
22/03/2023,11:06:35,LPD:SGSIN1BC7029:16001:T-T-2413-Colour-Names-On-Splats_ver_1.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,13,13,Completed,,258221c2-c85e-11ed-8000-1c7d22323175
22/03/2023,11:03:07,LPD:SGSIN1BC7029:16001:Matching Colours Activity Sheet.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,2,2,Completed,,090221bf-c85e-11ed-8000-1c7d22323175
22/03/2023,11:02:58,LPD:SGSIN1BC7029:16001:Cut-Outs.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,3,3,Completed,,d30221bc-c85d-11ed-8000-1c7d22323175
22/03/2023,10:55:19,Receive Fax,Folder,,,,,Completed with Warning(033-503):Incoming telephone call(T1 Timeout),,da8221ba-c85c-11ed-8000-1c7d22323175
22/03/2023,10:55:17,G3 (Without ECM),Folder,,,,,Completed with error(033-503):Incoming telephone call(T1 Timeout),Child Job,da8221ba-c85c-11ed-8000-1c7d22323175
22/03/2023,10:54:13,Scanner,SMTP:Marcus Lim,PDF:MMR,Black & White,0,,Deleted,,2b0221b7-c85b-11ed-8000-1c7d22323175
22/03/2023,10:41:45,PS Initialize,,,,,0,Completed,,148221b6-c85b-11ed-8000-1c7d22323175
22/03/2023,10:41:31,Scanner,Marcus Lim,,,0,,Shutdown,,cf0221b3-c859-11ed-8000-1c7d22323175
22/03/2023,10:31:17,LPD:SGSIN1BL7309:ISDN SRCA - British Council.pdf,Center Output Tray,1 Pages Up:2 Sided:PCL6,Black & White:A4:Plain:White,18,9,Completed,,820221b0-c859-11ed-8000-1c7d22323175
22/03/2023,9:38:26,LPD:SGSIN1BL7135:16001:p191dcg32rj8n1geos2l18511qlj5,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,3,3,Completed,,378221ad-c852-11ed-8000-1c7d22323175
22/03/2023,9:38:07,LPD:SGSIN1BL7135:16001:grammar-practice-adverbs-answers.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,2d8221aa-c852-11ed-8000-1c7d22323175
22/03/2023,9:37:56,LPD:SGSIN1BL7135:16001:grammar-practice-adverbs.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,3,3,Completed,,260221a7-c852-11ed-8000-1c7d22323175
22/03/2023,9:37:45,LPD:SGSIN1BL7135:16001:grammar-practice-adverbs-worksheet-answers.pdf,Center Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,2,1,Completed,,1e0221a4-c852-11ed-8000-1c7d22323175
22/03/2023,9:37:22,LPD:SGSIN1BL7135:16001:grammar-practice-adverbs-worksheet.pdf,Center Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,6,3,Completed,,0a0221a1-c852-11ed-8000-1c7d22323175
22/03/2023,8:55:05,LPD:SGSIN1BL7040:Microsoft Word - change of class a3,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A3:Plain:White,1,1,Completed,,2a02219e-c84c-11ed-8000-1c7d22323175
22/03/2023,8:53:57,LPD:SGSIN1BL7040:Microsoft Word - change of class a4,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,0182219b-c84c-11ed-8000-1c7d22323175
22/03/2023,8:45:53,LPD:SGSIN1BL7112:Microsoft Word - SCLT_20230322_Agenda,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,e1022198-c84a-11ed-8000-1c7d22323175
22/03/2023,8:21:06,LPD:SGSIN1BC7027:16001:Microsoft Word - English for Life Course Completion Log_A2b,Right-Middle Output Tray,2 Sided:PCL6,Color:A4:Plain:White,36,20,Completed,,49822195-c847-11ed-8000-1c7d22323175
22/03/2023,8:18:32,LPD:SGSIN1BC7027:16001:Microsoft Word - English for Life Course Completion Log_B1b,Right-Middle Output Tray,2 Sided:PCL6,Color:A4:Plain:White,81,45,Completed,,ca822192-c846-11ed-8000-1c7d22323175
22/03/2023,7:29:38,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,12,12,Completed,,3302218f-c840-11ed-8000-1c7d22323175
22/03/2023,7:27:51,LPD:SGSIN1BL7041:Microsoft PowerPoint - P11 Regional CD V1.2 Incl Q3 v Q2 F'Cast & Plan_Teaching,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,fb02218c-c83f-11ed-8000-1c7d22323175
22/03/2023,7:27:36,LPD:SGSIN1BL7041:Microsoft PowerPoint - P11 Regional CD V1.2 Incl Q3 v Q2 F'Cast & Plan_Teaching,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,f1822189-c83f-11ed-8000-1c7d22323175
22/03/2023,7:24:35,LPD:SGSIN1BL7041:Microsoft PowerPoint - P11 Regional CD V1.2 Incl Q3 v Q2 F'Cast & Plan_Exams,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,85822186-c83f-11ed-8000-1c7d22323175
22/03/2023,7:24:17,LPD:SGSIN1BL7041:Microsoft PowerPoint - P11 Regional CD V1.2 Incl Q3 v Q2 F'Cast & Plan_Exams,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,7b822183-c83f-11ed-8000-1c7d22323175
22/03/2023,7:10:00,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,12,12,Completed,,75022180-c83d-11ed-8000-1c7d22323175
22/03/2023,7:04:50,LPD:SGSIN1BL7041:Microsoft PowerPoint - P11 Regional CD V1.2 Incl Q3 v Q2 F'Cast & Plan (1),Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,c482217d-c83c-11ed-8000-1c7d22323175
22/03/2023,7:04:29,LPD:SGSIN1BL7041:Microsoft PowerPoint - P11 Regional CD V1.2 Incl Q3 v Q2 F'Cast & Plan,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,6,6,Completed,,b302217a-c83c-11ed-8000-1c7d22323175
